AccumulatedPower,Cadence,Distance,FractionalCadence,HeartRate,LeftRightBalance,Power,Temperature,Timestamp
380440,83,0,0,178,178,220,16,1013617374
380675,83,0,0,178,177,235,17,1013617375
380894,83,0,0,178,174,219,17,1013617376
381086,83,0,0,179,181,192,17,1013617377
381284,82,0,0,179,183,198,17,1013617378
381502,82,0,0,179,177,218,17,1013617379
381715,82,0,0,178,175,213,17,1013617380
381908,81,0,0,179,170,193,17,1013617381
382134,86,0,0,180,174,226,17,1013617382
382337,86,0,0,180,173,203,17,1013617383
382547,86,0,0,179,176,210,17,1013617384
382754,85,0,0,179,177,207,17,1013617385
382977,85,0,0,180,175,223,17,1013617386
383199,85,0,0,180,177,222,16,1013617387
383432,85,0,0,181,176,233,16,1013617388
383631,86,0,0,181,176,199,17,1013617389
383831,85,0,0,182,175,200,17,1013617390
384042,85,0,0,181,177,211,17,1013617391
384248,85,0,0,180,176,206,17,1013617392
384448,84,0,0,180,174,200,17,1013617393
384653,84,0,0,181,176,205,17,1013617394
384883,84,0,0,180,181,230,17,1013617395
385107,84,0,0,180,174,224,17,1013617396
385316,85,0,0,179,178,209,17,1013617397
385542,85,0,0,179,173,226,17,1013617398
385762,85,0,0,178,177,220,17,1013617399
385958,85,0,0,178,172,196,17,1013617400
386152,84,0,0,178,171,194,17,1013617401
386323,83,0,0,178,179,171,17,1013617402
386529,82,0,0,177,178,206,17,1013617403
386733,82,0,0,175,176,204,17,1013617404
386947,82,0,0,175,172,214,17,1013617405
387141,82,0,0,175,178,194,17,1013617406
387332,82,0,0,175,173,191,17,1013617407
387513,81,0,0,174,172,181,17,1013617408
387720,85,0,0,172,173,207,17,1013617409
387914,85,0,0,172,173,194,17,1013617410
388104,85,0,0,172,174,190,17,1013617411
388306,85,0,0,172,175,202,17,1013617412
388496,85,0,0,171,174,190,17,1013617413
388694,85,0,0,171,176,198,17,1013617414
388886,85,0,0,171,177,192,17,1013617415
389102,85,0,0,171,179,216,17,1013617416
389305,85,0,0,170,176,203,17,1013617417
389490,86,0,0,170,175,185,17,1013617418
389682,86,0,0,169,176,192,17,1013617419
389862,85,0,0,169,180,180,17,1013617420
390049,85,0,0,168,179,187,17,1013617421
390241,85,0,0,168,175,192,17,1013617422
390417,84,0,0,168,177,176,17,1013617423
390620,84,0,0,169,176,203,17,1013617424
390810,84,0,0,169,175,190,17,1013617425
391006,84,0,0,168,176,196,17,1013617426
391197,84,0,0,168,173,191,17,1013617427
391400,84,0,0,167,175,203,17,1013617428
391602,84,0,0,167,172,202,17,1013617429
391796,85,0,0,166,176,194,17,1013617430
392009,85,0,0,166,176,213,17,1013617431
392216,86,0,0,166,172,207,17,1013617432
392407,86,0,0,167,173,191,17,1013617433
392583,85,0,0,167,174,176,17,1013617434
392773,85,0,0,168,178,190,17,1013617435
392971,85,0,0,168,173,198,17,1013617436
393165,85,0,0,168,176,194,17,1013617437
393398,85,0,0,169,178,233,17,1013617438
393598,86,0,0,169,180,200,17,1013617439
393785,86,0,0,169,178,187,17,1013617440
393986,86,0,0,169,174,201,17,1013617441
394178,85,0,0,169,177,192,17,1013617442
394399,85,0,0,169,178,221,17,1013617443
394607,86,0,0,169,178,208,17,1013617444
394818,86,0,0,170,177,211,17,1013617445
395016,85,0,0,170,174,198,17,1013617446
395202,85,0,0,170,176,186,17,1013617447
395384,82,0,0,170,179,182,17,1013617448
395629,85,0,0,169,178,245,17,1013617449
395839,86,0,0,169,175,210,17,1013617450
396036,87,0,0,168,176,197,17,1013617451
396272,86,0,0,168,178,236,17,1013617452
396483,86,0,0,168,175,211,17,1013617453
396672,86,0,0,169,176,189,17,1013617454
396867,86,0,0,169,178,195,17,1013617455
397072,86,0,0,169,177,205,17,1013617456
397268,86,0,0,169,176,196,17,1013617457
397458,86,0,0,168,174,190,17,1013617458
397681,86,0,0,167,177,223,17,1013617459
397878,86,0,0,167,176,197,17,1013617460
398086,86,0,0,167,172,208,17,1013617461
398272,86,0,0,168,175,186,17,1013617462
398439,86,0,0,168,176,167,17,1013617463
398655,84,0,0,168,176,216,17,1013617464
398866,85,0,0,168,175,211,16,1013617465
399075,86,0,0,167,184,209,16,1013617466
399261,86,0,0,167,179,186,16,1013617467
399473,86,0,0,168,179,212,16,1013617468
399662,86,0,0,168,179,189,16,1013617469
399853,87,0,0,168,173,191,16,1013617470
400081,87,0,0,168,181,228,17,1013617471
400377,88,0,0,168,180,296,17,1013617472
400652,93,0,0,168,171,275,17,1013617473
400891,93,0,0,168,183,239,17,1013617474
401131,89,0,0,169,175,240,17,1013617475
401369,88,0,0,169,177,238,17,1013617476
401608,87,0,0,169,180,239,16,1013617477
401854,87,0,0,169,175,246,16,1013617478
402125,85,0,0,169,179,271,16,1013617479
402408,85,0,0,169,176,283,17,1013617480
402672,84,0,0,169,177,264,17,1013617481
402785,57,0,0,169,196,113,17,1013617482
403058,57,0,0,169,176,273,17,1013617483
403324,84,0,0,169,174,266,17,1013617484
403567,85,0,0,169,175,243,16,1013617485
403784,88,0,0,170,169,217,16,1013617486
404024,85,0,0,170,177,240,16,1013617487
404285,84,0,0,170,166,261,16,1013617488
404334,35,0,0,170,192,49,16,1013617489
404635,77,0,0,170,175,301,16,1013617490
404903,85,0,0,171,176,268,16,1013617491
405203,88,0,0,171,186,300,16,1013617492
405550,86,0,0,171,179,347,16,1013617493
405836,88,0,0,171,174,286,16,1013617494
406101,91,0,0,172,173,265,16,1013617495
406431,90,0,0,172,178,330,16,1013617496
406707,88,0,0,172,175,276,16,1013617497
406991,89,0,0,173,175,284,16,1013617498
407247,90,0,0,173,177,256,16,1013617499
407515,90,0,0,175,173,268,16,1013617500
407781,90,0,0,174,174,266,16,1013617501
408027,91,0,0,175,172,246,16,1013617502
408258,90,0,0,175,175,231,16,1013617503
408498,90,0,0,175,181,240,16,1013617504
408730,89,0,0,176,177,232,17,1013617505
408985,87,0,0,175,178,255,17,1013617506
409246,86,0,0,175,177,261,17,1013617507
409519,85,0,0,175,176,273,17,1013617508
409763,88,0,0,175,180,244,17,1013617509
410131,96,0,0,175,179,368,16,1013617510
410523,98,0,0,175,182,392,16,1013617511
410846,98,0,0,175,178,323,16,1013617512
411143,98,0,0,176,187,297,16,1013617513
411505,95,0,0,175,175,362,16,1013617514
411823,96,0,0,176,184,318,16,1013617515
412144,96,0,0,176,177,321,16,1013617516
412447,96,0,0,177,177,303,16,1013617517
412762,96,0,0,177,179,315,17,1013617518
413157,97,0,0,177,178,395,16,1013617519
413590,101,0,0,177,174,433,16,1013617520
414023,103,0,0,178,178,433,16,1013617521
414469,103,0,0,178,177,446,17,1013617522
414898,99,0,0,179,178,429,17,1013617523
415271,100,0,0,179,176,373,16,1013617524
415603,99,0,0,179,178,332,17,1013617525
415939,96,0,0,180,175,336,17,1013617526
416203,95,0,0,180,179,264,16,1013617527
416503,91,0,0,181,175,300,16,1013617528
416771,90,0,0,181,178,268,16,1013617529
417020,87,0,0,181,175,249,16,1013617530
417272,88,0,0,181,178,252,17,1013617531
417530,90,0,0,181,178,258,16,1013617532
417794,90,0,0,182,175,264,16,1013617533
418045,89,0,0,181,174,251,17,1013617534
418259,89,0,0,181,176,214,17,1013617535
418462,87,0,0,182,177,203,16,1013617536
418732,89,0,0,181,179,270,16,1013617537
419023,92,0,0,181,178,291,16,1013617538
419273,94,0,0,181,176,250,16,1013617539
419559,94,0,0,181,176,286,16,1013617540
419852,95,0,0,180,173,293,16,1013617541
420141,91,0,0,180,175,289,16,1013617542
420444,91,0,0,180,176,303,16,1013617543
420747,92,0,0,179,177,303,16,1013617544
421102,94,0,0,180,179,355,16,1013617545
421434,95,0,0,180,173,332,16,1013617546
421736,96,0,0,180,172,302,16,1013617547
421987,95,0,0,180,178,251,16,1013617548
422287,93,0,0,180,173,300,16,1013617549
422571,93,0,0,181,176,284,16,1013617550
422847,93,0,0,181,178,276,16,1013617551
423123,92,0,0,181,177,276,16,1013617552
423400,91,0,0,181,177,277,16,1013617553
423668,91,0,0,181,173,268,16,1013617554
423920,91,0,0,181,176,252,16,1013617555
424184,90,0,0,181,177,264,16,1013617556
424427,90,0,0,181,173,243,16,1013617557
424679,88,0,0,181,175,252,16,1013617558
424936,88,0,0,180,176,257,16,1013617559
425181,88,0,0,181,177,245,16,1013617560
425426,89,0,0,180,182,245,16,1013617561
425675,93,0,0,180,174,249,16,1013617562
425941,93,0,0,179,177,266,16,1013617563
426204,94,0,0,179,179,263,16,1013617564
426458,94,0,0,179,172,254,16,1013617565
426730,94,0,0,179,172,272,16,1013617566
427007,94,0,0,178,176,277,16,1013617567
427281,94,0,0,179,177,274,16,1013617568
427556,95,0,0,179,173,275,16,1013617569
427836,96,0,0,178,177,280,16,1013617570
428113,96,0,0,177,176,277,16,1013617571
428388,96,0,0,177,175,275,16,1013617572
428678,91,0,0,177,176,290,16,1013617573
428952,91,0,0,177,176,274,17,1013617574
429238,91,0,0,177,178,286,17,1013617575
429520,91,0,0,177,176,282,17,1013617576
429809,92,0,0,177,177,289,16,1013617577
430086,92,0,0,177,177,277,16,1013617578
430372,92,0,0,176,179,286,16,1013617579
430636,92,0,0,176,173,264,16,1013617580
430905,90,0,0,176,184,269,16,1013617581
431138,90,0,0,177,178,233,16,1013617582
431412,89,0,0,176,166,274,16,1013617583
431658,89,0,0,176,182,246,16,1013617584
431910,88,0,0,175,174,252,16,1013617585
432140,88,0,0,175,178,230,16,1013617586
432385,87,0,0,174,174,245,16,1013617587
432592,86,0,0,175,178,207,16,1013617588
432833,88,0,0,175,181,241,16,1013617589
433049,90,0,0,176,165,216,16,1013617590
433264,90,0,0,176,176,215,16,1013617591
433504,89,0,0,177,178,240,16,1013617592
433744,90,0,0,177,177,240,16,1013617593
433955,90,0,0,178,174,211,16,1013617594
434178,90,0,0,178,176,223,16,1013617595
434412,90,0,0,178,176,234,16,1013617596
434659,90,0,0,178,180,247,16,1013617597
434908,91,0,0,178,176,249,16,1013617598
435171,92,0,0,177,176,263,16,1013617599
435431,93,0,0,177,175,260,16,1013617600
435710,94,0,0,176,175,279,16,1013617601
435998,94,0,0,176,174,288,16,1013617602
436268,95,0,0,175,177,270,16,1013617603
436536,91,0,0,175,173,268,16,1013617604
436787,89,0,0,176,181,251,16,1013617605
437040,89,0,0,176,176,253,16,1013617606
437301,88,0,0,176,176,261,16,1013617607
437565,88,0,0,175,178,264,16,1013617608
437841,90,0,0,175,176,276,16,1013617609
438081,90,0,0,175,175,240,16,1013617610
438325,90,0,0,175,175,244,16,1013617611
438587,89,0,0,174,174,262,16,1013617612
438817,89,0,0,175,176,230,16,1013617613
439087,88,0,0,174,175,270,16,1013617614
439319,89,0,0,174,181,232,16,1013617615
439574,88,0,0,173,177,255,16,1013617616
439837,89,0,0,174,178,263,16,1013617617
440080,89,0,0,174,176,243,16,1013617618
440342,88,0,0,173,177,262,16,1013617619
440609,88,0,0,173,174,267,16,1013617620
440842,88,0,0,174,175,233,16,1013617621
441082,87,0,0,175,175,240,16,1013617622
441314,87,0,0,175,179,232,16,1013617623
441549,86,0,0,176,180,235,16,1013617624
441811,86,0,0,176,176,262,16,1013617625
442058,87,0,0,176,175,247,16,1013617626
442311,87,0,0,176,175,253,16,1013617627
442550,87,0,0,176,174,239,16,1013617628
442816,87,0,0,176,178,266,16,1013617629
443075,88,0,0,176,172,259,16,1013617630
443304,88,0,0,176,173,229,16,1013617631
443545,88,0,0,177,182,241,16,1013617632
443795,86,0,0,177,176,250,16,1013617633
444063,88,0,0,177,174,268,16,1013617634
444338,89,0,0,177,175,275,16,1013617635
444622,90,0,0,176,175,284,16,1013617636
444907,90,0,0,176,175,285,16,1013617637
445195,91,0,0,176,178,288,16,1013617638
445489,92,0,0,176,176,294,16,1013617639
445768,92,0,0,176,178,279,16,1013617640
446038,92,0,0,177,175,270,16,1013617641
446257,92,0,0,178,170,219,16,1013617642
446503,89,0,0,178,180,246,16,1013617643
446758,87,0,0,177,174,255,16,1013617644
447004,87,0,0,177,179,246,16,1013617645
447251,87,0,0,177,178,247,16,1013617646
447472,87,0,0,177,172,221,17,1013617647
447698,87,0,0,177,179,226,16,1013617648
447931,85,0,0,177,179,233,16,1013617649
448148,85,0,0,177,180,217,17,1013617650
448407,85,0,0,178,179,259,17,1013617651
448655,87,0,0,178,174,248,17,1013617652
448893,87,0,0,179,176,238,16,1013617653
449122,87,0,0,180,179,229,17,1013617654
449363,87,0,0,181,176,241,17,1013617655
449588,86,0,0,181,173,225,16,1013617656
449822,86,0,0,180,177,234,17,1013617657
450039,85,0,0,179,174,217,17,1013617658
450262,84,0,0,179,178,223,16,1013617659
450506,84,0,0,179,174,244,16,1013617660
450745,86,0,0,179,173,239,17,1013617661
451006,87,0,0,179,178,261,17,1013617662
451250,87,0,0,179,175,244,17,1013617663
451517,87,0,0,179,177,267,17,1013617664
451791,88,0,0,179,178,274,16,1013617665
452045,89,0,0,179,173,254,17,1013617666
452294,89,0,0,179,175,249,17,1013617667
452564,89,0,0,178,174,270,17,1013617668
452826,90,0,0,177,174,262,17,1013617669
453088,90,0,0,178,175,262,17,1013617670
453368,90,0,0,178,174,280,17,1013617671
453639,90,0,0,177,175,271,17,1013617672
453903,90,0,0,177,174,264,17,1013617673
454145,90,0,0,177,172,242,17,1013617674
454369,89,0,0,177,175,224,17,1013617675
454588,89,0,0,176,176,219,16,1013617676
454815,88,0,0,177,178,227,17,1013617677
455036,87,0,0,176,174,221,17,1013617678
455262,86,0,0,176,178,226,16,1013617679
455488,86,0,0,177,178,226,16,1013617680
455769,86,0,0,176,174,281,16,1013617681
456030,86,0,0,176,172,261,16,1013617682
456231,87,0,0,175,176,201,16,1013617683
456472,86,0,0,176,175,241,16,1013617684
456694,91,0,0,176,176,222,16,1013617685
456957,87,0,0,175,180,263,16,1013617686
457222,86,0,0,175,178,265,17,1013617687
457488,86,0,0,174,179,266,17,1013617688
457765,86,0,0,174,179,277,16,1013617689
458052,86,0,0,174,174,287,16,1013617690
458333,88,0,0,174,178,281,16,1013617691
458632,88,0,0,174,177,299,16,1013617692
458903,90,0,0,175,172,271,16,1013617693
459165,89,0,0,175,179,262,16,1013617694
459466,89,0,0,174,178,301,16,1013617695
459762,90,0,0,175,175,296,16,1013617696
460054,91,0,0,175,178,292,16,1013617697
460351,91,0,0,174,178,297,16,1013617698
460666,92,0,0,175,176,315,16,1013617699
460994,93,0,0,176,173,328,16,1013617700
461298,94,0,0,175,177,304,17,1013617701
461619,94,0,0,175,174,321,17,1013617702
461913,94,0,0,175,178,294,17,1013617703
462194,94,0,0,176,175,281,17,1013617704
462465,96,0,0,176,175,271,17,1013617705
462805,93,0,0,175,172,340,17,1013617706
463101,94,0,0,174,175,296,17,1013617707
463400,90,0,0,174,177,299,16,1013617708
463715,94,0,0,174,179,315,16,1013617709
463978,92,0,0,174,174,263,16,1013617710
464260,93,0,0,174,176,282,16,1013617711
464524,90,0,0,174,177,264,16,1013617712
464827,89,0,0,174,174,303,16,1013617713
465125,90,0,0,173,175,298,16,1013617714
465438,90,0,0,173,177,313,16,1013617715
465791,90,0,0,173,175,353,16,1013617716
466142,91,0,0,173,175,351,16,1013617717
466464,92,0,0,174,175,322,16,1013617718
466779,91,0,0,174,171,315,16,1013617719
467108,91,0,0,174,175,329,16,1013617720
467447,91,0,0,174,176,339,16,1013617721
467751,90,0,0,175,176,304,16,1013617722
468055,90,0,0,175,176,304,16,1013617723
468259,85,0,0,175,183,204,16,1013617724
468501,87,0,0,175,178,242,16,1013617725
468746,86,0,0,175,180,245,16,1013617726
468998,87,0,0,175,171,252,16,1013617727
469188,87,0,0,176,176,190,16,1013617728
469439,85,0,0,175,179,251,16,1013617729
469704,86,0,0,176,173,265,17,1013617730
469954,87,0,0,175,177,250,17,1013617731
470194,87,0,0,174,179,240,17,1013617732
470425,86,0,0,175,177,231,17,1013617733
470645,86,0,0,174,179,220,17,1013617734
470907,86,0,0,173,179,262,17,1013617735
471151,87,0,0,172,178,244,17,1013617736
471394,88,0,0,172,176,243,17,1013617737
471640,88,0,0,172,179,246,17,1013617738
471896,87,0,0,172,177,256,17,1013617739
472166,88,0,0,171,177,270,17,1013617740
472440,89,0,0,172,177,274,17,1013617741
472688,90,0,0,172,175,248,17,1013617742
472937,89,0,0,173,174,249,17,1013617743
473178,88,0,0,172,178,241,17,1013617744
473440,88,0,0,173,179,262,17,1013617745
473709,87,0,0,173,176,269,17,1013617746
474007,86,0,0,173,182,298,17,1013617747
474305,86,0,0,173,178,298,16,1013617748
474619,86,0,0,174,174,314,16,1013617749
474913,90,0,0,174,177,294,16,1013617750
475216,88,0,0,175,178,303,16,1013617751
475531,87,0,0,175,178,315,16,1013617752
475802,86,0,0,174,179,271,16,1013617753
476031,90,0,0,174,174,229,16,1013617754
476286,86,0,0,174,180,255,16,1013617755
476560,84,0,0,174,178,274,16,1013617756
476806,85,0,0,174,180,246,16,1013617757
477049,84,0,0,175,180,243,16,1013617758
477265,86,0,0,176,175,216,16,1013617759
477487,86,0,0,176,173,222,16,1013617760
477718,85,0,0,175,178,231,16,1013617761
477945,88,0,0,175,170,227,16,1013617762
478153,90,0,0,175,172,208,16,1013617763
478416,90,0,0,174,176,263,16,1013617764
478660,89,0,0,175,173,244,16,1013617765
478933,91,0,0,174,185,273,16,1013617766
479180,86,0,0,175,172,247,16,1013617767
479431,88,0,0,175,178,251,16,1013617768
479713,89,0,0,175,172,282,16,1013617769
479937,90,0,0,175,177,224,16,1013617770
480147,89,0,0,175,174,210,16,1013617771
480442,85,0,0,174,178,295,16,1013617772
480677,86,0,0,174,175,235,16,1013617773
480910,85,0,0,174,178,233,16,1013617774
481145,84,0,0,173,178,235,16,1013617775
481359,84,0,0,174,174,214,16,1013617776
481624,90,0,0,174,172,265,16,1013617777
481871,92,0,0,174,171,247,16,1013617778
482079,92,0,0,174,176,208,16,1013617779
482314,92,0,0,174,177,235,16,1013617780
482569,88,0,0,174,178,255,16,1013617781
482794,88,0,0,174,174,225,16,1013617782
483036,89,0,0,175,171,242,16,1013617783
483233,90,0,0,175,178,197,16,1013617784
483444,90,0,0,175,176,211,16,1013617785
483669,90,0,0,175,173,225,16,1013617786
483888,90,0,0,175,173,219,16,1013617787
484131,90,0,0,176,175,243,16,1013617788
484359,90,0,0,175,178,228,16,1013617789
484589,90,0,0,175,174,230,16,1013617790
484804,89,0,0,176,173,215,16,1013617791
485034,89,0,0,176,176,230,16,1013617792
485251,89,0,0,175,179,217,16,1013617793
485492,89,0,0,175,174,241,16,1013617794
485702,88,0,0,176,176,210,16,1013617795
485879,88,0,0,175,167,177,16,1013617796
486087,87,0,0,175,185,208,16,1013617797
486297,86,0,0,175,180,210,16,1013617798
486517,85,0,0,175,179,220,16,1013617799
486707,85,0,0,174,165,190,16,1013617800
486915,85,0,0,173,176,208,16,1013617801
487144,86,0,0,172,182,229,16,1013617802
487374,88,0,0,173,175,230,16,1013617803
487605,88,0,0,172,182,231,16,1013617804
487825,88,0,0,172,172,220,16,1013617805
488039,89,0,0,172,176,214,16,1013617806
488260,89,0,0,173,175,221,16,1013617807
488485,89,0,0,174,175,225,16,1013617808
488714,90,0,0,174,173,229,16,1013617809
488946,90,0,0,174,171,232,16,1013617810
489171,90,0,0,174,174,225,16,1013617811
489411,90,0,0,174,174,240,16,1013617812
489648,90,0,0,174,179,237,16,1013617813
489908,91,0,0,173,177,260,16,1013617814
490160,92,0,0,173,174,252,16,1013617815
490393,93,0,0,173,174,233,16,1013617816
490640,92,0,0,173,175,247,16,1013617817
490865,92,0,0,172,173,225,16,1013617818
491112,92,0,0,171,171,247,16,1013617819
491331,92,0,0,172,172,219,16,1013617820
491559,92,0,0,171,172,228,16,1013617821
491771,91,0,0,172,174,212,16,1013617822
491973,90,0,0,172,177,202,16,1013617823
492180,89,0,0,172,177,207,16,1013617824
492393,88,0,0,173,170,213,16,1013617825
492607,88,0,0,173,171,214,16,1013617826
492776,88,0,0,172,174,169,16,1013617827
492973,87,0,0,172,178,197,16,1013617828
493180,86,0,0,173,180,207,16,1013617829
493403,87,0,0,172,175,223,16,1013617830
493618,88,0,0,172,173,215,16,1013617831
493830,88,0,0,172,175,212,16,1013617832
494036,88,0,0,172,177,206,16,1013617833
494254,89,0,0,172,177,218,16,1013617834
494482,89,0,0,172,177,228,16,1013617835
494684,89,0,0,172,177,202,16,1013617836
494912,89,0,0,172,175,228,16,1013617837
495142,89,0,0,171,177,230,16,1013617838
495350,90,0,0,170,179,208,16,1013617839
495524,87,0,0,170,178,174,16,1013617840
495700,81,0,0,168,183,176,16,1013617841
495997,78,0,0,167,175,297,16,1013617842
496262,81,0,0,167,166,265,16,1013617843
496482,82,0,0,167,177,220,16,1013617844
496707,81,0,0,168,176,225,16,1013617845
496942,81,0,0,168,178,235,16,1013617846
497173,84,0,0,167,176,231,16,1013617847
497442,87,0,0,167,177,269,16,1013617848
497680,88,0,0,167,178,238,16,1013617849
497914,88,0,0,167,176,234,16,1013617850
498110,88,0,0,168,174,196,16,1013617851
498318,86,0,0,168,173,208,16,1013617852
498529,86,0,0,168,177,211,16,1013617853
498748,85,0,0,167,178,219,16,1013617854
498947,85,0,0,167,178,199,16,1013617855
499136,87,0,0,167,178,189,16,1013617856
499336,86,0,0,167,177,200,16,1013617857
499528,85,0,0,168,175,192,16,1013617858
499735,83,0,0,168,178,207,16,1013617859
499929,83,0,0,168,172,194,16,1013617860
500132,90,0,0,168,177,203,16,1013617861
500379,89,0,0,169,175,247,16,1013617862
500619,90,0,0,169,175,240,16,1013617863
500875,91,0,0,169,176,256,16,1013617864
501111,91,0,0,170,172,236,16,1013617865
501342,91,0,0,170,176,231,16,1013617866
501587,89,0,0,170,179,245,16,1013617867
501846,89,0,0,171,177,259,16,1013617868
502117,89,0,0,170,175,271,16,1013617869
502392,90,0,0,170,178,275,16,1013617870
502638,89,0,0,171,178,246,16,1013617871
502877,88,0,0,172,182,239,16,1013617872
503125,87,0,0,172,178,248,16,1013617873
503388,88,0,0,172,174,263,16,1013617874
503648,88,0,0,172,180,260,16,1013617875
503937,88,0,0,171,174,289,16,1013617876
504215,88,0,0,171,178,278,16,1013617877
504460,89,0,0,171,178,245,16,1013617878
504708,87,0,0,169,176,248,16,1013617879
504997,87,0,0,167,178,289,16,1013617880
505306,87,0,0,166,172,309,16,1013617881
505565,88,0,0,166,176,259,16,1013617882
505825,87,0,0,165,175,260,16,1013617883
506088,84,0,0,164,178,263,16,1013617884
506358,82,0,0,165,177,270,16,1013617885
506696,74,0,0,165,178,338,16,1013617886
507060,74,0,0,165,178,364,16,1013617887
507405,78,0,0,165,176,345,16,1013617888
507743,78,0,0,165,177,338,16,1013617889
508082,78,0,0,165,175,339,16,1013617890
508371,79,0,0,166,171,289,16,1013617891
508612,87,0,0,167,181,241,16,1013617892
508885,89,0,0,168,175,273,16,1013617893
509172,89,0,0,169,176,287,16,1013617894
509424,90,0,0,169,175,252,16,1013617895
509667,89,0,0,170,177,243,16,1013617896
509918,88,0,0,170,177,251,16,1013617897
510153,86,0,0,171,178,235,16,1013617898
510408,86,0,0,171,178,255,16,1013617899
510629,86,0,0,172,177,221,16,1013617900
510839,84,0,0,172,181,210,16,1013617901
511059,83,0,0,173,184,220,16,1013617902
511302,83,0,0,172,183,243,16,1013617903
511548,85,0,0,171,180,246,16,1013617904
511779,86,0,0,172,179,231,16,1013617905
511987,86,0,0,172,177,208,16,1013617906
512212,85,0,0,171,183,225,16,1013617907
512450,85,0,0,171,179,238,16,1013617908
512679,87,0,0,170,178,229,16,1013617909
512906,87,0,0,171,179,227,16,1013617910
513167,87,0,0,171,179,261,16,1013617911
513435,89,0,0,172,178,268,16,1013617912
513700,91,0,0,173,175,265,16,1013617913
513938,93,0,0,173,174,238,16,1013617914
514209,87,0,0,174,177,271,16,1013617915
514446,89,0,0,174,174,237,16,1013617916
514676,91,0,0,174,178,230,16,1013617917
514941,95,0,0,174,174,265,16,1013617918
515223,92,0,0,174,176,282,16,1013617919
515506,94,0,0,174,178,283,16,1013617920
515806,98,0,0,174,186,300,16,1013617921
516160,97,0,0,175,179,354,16,1013617922
516536,98,0,0,175,174,376,16,1013617923
516847,95,0,0,175,175,311,16,1013617924
517195,94,0,0,176,181,348,16,1013617925
517542,95,0,0,176,172,347,16,1013617926
517781,95,0,0,177,173,239,16,1013617927
518059,91,0,0,176,173,278,16,1013617928
518181,88,0,0,175,173,122,16,1013617929
518357,84,0,0,175,177,176,16,1013617930
518542,85,0,0,175,175,185,16,1013617931
518733,86,0,0,175,176,191,16,1013617932
518899,86,0,0,174,175,166,16,1013617933
519087,85,0,0,174,173,188,16,1013617934
519273,86,0,0,174,176,186,16,1013617935
519473,85,0,0,174,172,200,16,1013617936
519661,85,0,0,174,176,188,16,1013617937
519886,85,0,0,175,175,225,16,1013617938
520132,86,0,0,174,179,246,16,1013617939
520376,88,0,0,174,178,244,16,1013617940
520640,88,0,0,174,175,264,16,1013617941
520940,88,0,0,174,178,300,16,1013617942
521228,89,0,0,174,173,288,16,1013617943
521499,90,0,0,174,177,271,16,1013617944
521768,91,0,0,174,175,269,16,1013617945
522020,91,0,0,174,172,252,16,1013617946
522251,90,0,0,174,181,231,16,1013617947
522461,88,0,0,175,174,210,16,1013617948
522687,86,0,0,175,177,226,16,1013617949
522943,86,0,0,175,180,256,16,1013617950
523174,86,0,0,175,177,231,16,1013617951
523441,86,0,0,175,181,267,16,1013617952
523670,87,0,0,176,178,229,16,1013617953
523930,87,0,0,176,180,260,16,1013617954
524223,88,0,0,177,174,293,16,1013617955
524457,89,0,0,177,180,234,16,1013617956
524711,88,0,0,177,175,254,16,1013617957
524968,89,0,0,176,175,257,16,1013617958
525232,89,0,0,176,175,264,16,1013617959
525509,89,0,0,175,175,277,16,1013617960
525760,90,0,0,175,171,251,16,1013617961
526003,89,0,0,175,176,243,16,1013617962
526234,89,0,0,174,171,231,16,1013617963
526446,88,0,0,173,174,212,16,1013617964
526672,86,0,0,173,174,226,16,1013617965
526869,86,0,0,172,177,197,16,1013617966
527114,85,0,0,172,175,245,16,1013617967
527363,86,0,0,171,178,249,16,1013617968
527600,86,0,0,171,175,237,16,1013617969
527829,86,0,0,170,175,229,16,1013617970
528066,85,0,0,169,176,237,16,1013617971
528300,85,0,0,169,175,234,16,1013617972
528549,85,0,0,170,176,249,16,1013617973
528788,86,0,0,169,177,239,16,1013617974
529016,86,0,0,169,176,228,16,1013617975
529237,86,0,0,168,176,221,16,1013617976
529467,85,0,0,168,178,230,16,1013617977
529718,85,0,0,168,173,251,16,1013617978
529963,87,0,0,167,175,245,16,1013617979
530199,87,0,0,167,176,236,16,1013617980
530418,86,0,0,167,178,219,16,1013617981
530677,86,0,0,167,176,259,16,1013617982
530933,86,0,0,167,178,256,16,1013617983
531168,87,0,0,167,184,235,16,1013617984
531426,87,0,0,167,177,258,16,1013617985
531683,87,0,0,167,178,257,16,1013617986
531943,88,0,0,167,175,260,16,1013617987
532178,88,0,0,168,173,235,16,1013617988
532413,88,0,0,168,173,235,16,1013617989
532626,86,0,0,168,176,213,16,1013617990
532860,86,0,0,168,176,234,16,1013617991
533106,85,0,0,168,176,246,16,1013617992
533365,86,0,0,167,176,259,16,1013617993
533620,87,0,0,167,176,255,16,1013617994
533885,87,0,0,167,175,265,16,1013617995
534156,88,0,0,167,177,271,16,1013617996
534443,89,0,0,167,178,287,16,1013617997
534720,89,0,0,167,180,277,16,1013617998
535008,86,0,0,167,176,288,16,1013617999
535285,87,0,0,168,176,277,16,1013618000
535544,87,0,0,168,177,259,16,1013618001
535778,87,0,0,168,175,234,16,1013618002
535998,87,0,0,169,176,220,16,1013618003
536196,85,0,0,169,178,198,16,1013618004
536417,84,0,0,169,178,221,16,1013618005
536595,85,0,0,169,180,178,16,1013618006
