AccumulatedPower,Cadence,Distance,FractionalCadence,HeartRate,LeftRightBalance,Power,Temperature,Timestamp
714959,88,0,0,180,175,218,17,1013618640
715201,87,0,0,180,177,242,17,1013618641
715432,89,0,0,180,177,231,17,1013618642
715674,93,0,0,180,172,242,17,1013618643
715911,91,0,0,180,182,237,17,1013618644
716146,90,0,0,181,182,235,17,1013618645
716390,85,0,0,181,175,244,17,1013618646
716624,89,0,0,181,175,234,17,1013618647
716902,90,0,0,182,182,278,17,1013618648
717171,90,0,0,182,180,269,17,1013618649
717451,92,0,0,182,173,280,17,1013618650
717764,92,0,0,182,175,313,17,1013618651
718081,92,0,0,181,178,317,17,1013618652
718395,93,0,0,182,172,314,17,1013618653
718710,95,0,0,182,177,315,17,1013618654
719010,95,0,0,182,176,300,17,1013618655
719343,96,0,0,183,173,333,17,1013618656
719643,97,0,0,182,175,300,17,1013618657
719943,96,0,0,183,178,300,17,1013618658
720233,93,0,0,183,175,290,17,1013618659
720620,89,0,0,183,178,387,17,1013618660
720969,88,0,0,183,175,349,17,1013618661
721314,89,0,0,183,181,345,17,1013618662
721656,89,0,0,183,172,342,17,1013618663
722012,89,0,0,183,178,356,17,1013618664
722379,86,0,0,184,176,367,17,1013618665
722688,86,0,0,184,177,309,17,1013618666
723019,88,0,0,184,175,331,17,1013618667
723310,88,0,0,184,171,291,17,1013618668
723634,95,0,0,185,180,324,17,1013618669
723938,94,0,0,185,177,304,17,1013618670
724253,93,0,0,185,178,315,17,1013618671
724583,93,0,0,185,178,330,17,1013618672
724898,94,0,0,185,175,315,17,1013618673
725216,95,0,0,185,178,318,17,1013618674
725541,95,0,0,185,177,325,17,1013618675
725978,97,0,0,185,176,437,17,1013618676
726537,98,0,0,185,179,559,17,1013618677
726917,96,0,0,185,179,380,17,1013618678
727325,95,0,0,185,178,408,17,1013618679
727713,94,0,0,186,178,388,17,1013618680
728093,93,0,0,186,181,380,17,1013618681
728493,91,0,0,186,178,400,17,1013618682
728902,94,0,0,186,176,409,17,1013618683
729284,93,0,0,185,179,382,17,1013618684
729668,92,0,0,185,178,384,17,1013618685
730077,92,0,0,185,178,409,17,1013618686
730504,95,0,0,186,178,427,17,1013618687
730899,95,0,0,186,177,395,17,1013618688
731315,95,0,0,187,179,416,17,1013618689
731680,95,0,0,187,181,365,17,1013618690
732087,94,0,0,187,179,407,17,1013618691
732477,92,0,0,187,176,390,17,1013618692
732849,92,0,0,187,176,372,17,1013618693
733219,92,0,0,188,179,370,17,1013618694
733573,91,0,0,187,180,354,17,1013618695
733944,89,0,0,188,179,371,17,1013618696
734328,89,0,0,188,180,384,17,1013618697
734716,91,0,0,188,177,388,17,1013618698
735094,91,0,0,188,176,378,17,1013618699
735474,91,0,0,188,179,380,17,1013618700
735844,90,0,0,189,178,370,17,1013618701
736246,90,0,0,189,178,402,17,1013618702
736635,91,0,0,188,178,389,17,1013618703
737002,92,0,0,188,178,367,17,1013618704
737387,91,0,0,187,180,385,17,1013618705
737772,91,0,0,187,180,385,17,1013618706
738137,91,0,0,187,178,365,17,1013618707
738504,90,0,0,187,183,367,17,1013618708
738873,90,0,0,187,179,369,17,1013618709
739231,90,0,0,188,176,358,17,1013618710
739625,89,0,0,187,178,394,17,1013618711
740003,90,0,0,187,180,378,17,1013618712
740363,91,0,0,187,176,360,17,1013618713
740664,90,0,0,187,176,301,16,1013618714
741043,95,0,0,187,179,379,16,1013618715
741427,87,0,0,187,179,384,16,1013618716
741755,90,0,0,187,176,328,16,1013618717
742052,89,0,0,187,186,297,16,1013618718
742413,87,0,0,187,177,361,16,1013618719
742753,89,0,0,187,178,340,16,1013618720
743072,90,0,0,187,181,319,17,1013618721
743392,89,0,0,187,179,320,17,1013618722
743706,89,0,0,186,179,314,17,1013618723
744008,88,0,0,186,182,302,17,1013618724
744318,89,0,0,185,179,310,17,1013618725
744614,93,0,0,186,178,296,17,1013618726
744966,87,0,0,186,180,352,17,1013618727
745288,87,0,0,186,180,322,17,1013618728
745592,90,0,0,186,178,304,17,1013618729
745884,90,0,0,186,181,292,17,1013618730
746192,89,0,0,186,179,308,17,1013618731
746506,89,0,0,186,180,314,17,1013618732
746836,89,0,0,187,181,330,16,1013618733
747082,90,0,0,187,175,246,16,1013618734
747338,87,0,0,187,179,256,16,1013618735
747556,88,0,0,186,179,218,16,1013618736
747822,92,0,0,186,178,266,16,1013618737
748159,90,0,0,186,181,337,16,1013618738
748519,91,0,0,185,180,360,16,1013618739
748905,91,0,0,185,177,386,16,1013618740
749275,91,0,0,185,178,370,17,1013618741
749630,90,0,0,185,179,355,17,1013618742
749994,89,0,0,186,180,364,17,1013618743
750357,88,0,0,186,181,363,17,1013618744
750705,88,0,0,185,181,348,17,1013618745
751076,87,0,0,185,182,371,17,1013618746
751455,89,0,0,185,177,379,17,1013618747
751805,89,0,0,185,180,350,17,1013618748
752166,88,0,0,186,180,361,17,1013618749
752500,87,0,0,186,178,334,17,1013618750
752820,85,0,0,186,180,320,17,1013618751
753135,84,0,0,186,178,315,17,1013618752
753397,93,0,0,186,180,262,17,1013618753
753638,90,0,0,186,177,241,16,1013618754
753956,87,0,0,186,182,318,17,1013618755
754241,84,0,0,186,178,285,17,1013618756
754525,92,0,0,186,177,284,17,1013618757
754836,89,0,0,186,180,311,17,1013618758
755134,85,0,0,186,179,298,17,1013618759
755455,86,0,0,187,180,321,17,1013618760
755761,87,0,0,186,180,306,16,1013618761
756085,87,0,0,186,176,324,17,1013618762
756394,86,0,0,187,175,309,17,1013618763
756686,90,0,0,186,180,292,17,1013618764
756949,88,0,0,185,178,263,17,1013618765
757210,88,0,0,186,180,261,17,1013618766
757506,89,0,0,185,178,296,17,1013618767
757792,89,0,0,185,178,286,17,1013618768
758083,89,0,0,185,178,291,17,1013618769
758350,89,0,0,185,180,267,17,1013618770
758645,88,0,0,185,178,295,17,1013618771
758892,87,0,0,185,179,247,17,1013618772
759176,85,0,0,185,178,284,17,1013618773
759468,87,0,0,185,180,292,17,1013618774
759784,88,0,0,184,181,316,17,1013618775
760084,92,0,0,185,178,300,17,1013618776
760390,92,0,0,185,176,306,17,1013618777
760689,92,0,0,185,176,299,16,1013618778
761017,90,0,0,185,181,328,16,1013618779
761349,91,0,0,185,178,332,16,1013618780
761655,94,0,0,185,174,306,17,1013618781
761969,93,0,0,185,180,314,17,1013618782
762298,94,0,0,186,177,329,17,1013618783
762611,94,0,0,186,176,313,17,1013618784
762918,94,0,0,186,178,307,17,1013618785
763230,93,0,0,186,176,312,17,1013618786
763543,93,0,0,186,176,313,17,1013618787
763848,93,0,0,186,175,305,17,1013618788
764157,92,0,0,186,177,309,17,1013618789
764463,92,0,0,186,178,306,17,1013618790
764776,92,0,0,187,178,313,17,1013618791
765077,92,0,0,186,177,301,17,1013618792
765363,93,0,0,186,177,286,17,1013618793
765621,94,0,0,186,175,258,17,1013618794
765888,93,0,0,187,175,267,17,1013618795
766193,93,0,0,187,178,305,17,1013618796
766554,90,0,0,186,176,361,17,1013618797
766840,89,0,0,186,180,286,17,1013618798
767099,90,0,0,186,179,259,17,1013618799
767363,89,0,0,187,180,264,16,1013618800
767655,89,0,0,187,175,292,16,1013618801
767944,91,0,0,186,177,289,16,1013618802
768245,93,0,0,186,178,301,17,1013618803
768583,88,0,0,185,175,338,17,1013618804
768909,88,0,0,185,179,326,17,1013618805
769207,89,0,0,186,176,298,17,1013618806
769549,89,0,0,185,182,342,17,1013618807
769850,90,0,0,185,174,301,17,1013618808
770147,90,0,0,185,178,297,17,1013618809
770460,90,0,0,186,178,313,17,1013618810
770791,90,0,0,186,178,331,16,1013618811
771101,93,0,0,186,178,310,16,1013618812
771394,92,0,0,186,173,293,17,1013618813
771679,91,0,0,187,175,285,17,1013618814
771968,83,0,0,186,178,289,17,1013618815
772277,82,0,0,185,172,309,17,1013618816
772627,80,0,0,187,181,350,17,1013618817
773010,76,0,0,186,173,383,17,1013618818
773335,80,0,0,187,170,325,17,1013618819
773670,89,0,0,186,178,335,17,1013618820
773992,88,0,0,187,175,322,17,1013618821
774309,88,0,0,187,179,317,17,1013618822
774675,88,0,0,186,178,366,17,1013618823
775012,91,0,0,186,177,337,17,1013618824
775359,91,0,0,186,176,347,17,1013618825
775692,91,0,0,186,175,333,17,1013618826
776067,91,0,0,185,178,375,17,1013618827
776428,91,0,0,186,178,361,17,1013618828
776777,92,0,0,186,175,349,17,1013618829
777121,91,0,0,185,175,344,17,1013618830
777436,91,0,0,185,177,315,17,1013618831
777726,90,0,0,186,167,290,17,1013618832
778018,86,0,0,186,175,292,17,1013618833
778323,86,0,0,186,174,305,17,1013618834
778624,86,0,0,185,178,301,17,1013618835
778957,86,0,0,185,176,333,17,1013618836
779275,87,0,0,185,178,318,17,1013618837
779577,87,0,0,184,178,302,17,1013618838
779879,86,0,0,183,176,302,17,1013618839
780166,86,0,0,181,178,287,17,1013618840
780481,85,0,0,180,174,315,17,1013618841
780798,86,0,0,179,178,317,17,1013618842
781107,87,0,0,179,171,309,17,1013618843
781422,88,0,0,180,177,315,17,1013618844
781752,88,0,0,181,175,330,17,1013618845
782081,89,0,0,181,173,329,17,1013618846
782402,90,0,0,181,174,321,17,1013618847
782711,88,0,0,182,178,309,17,1013618848
783022,88,0,0,182,178,311,17,1013618849
783353,88,0,0,182,180,331,17,1013618850
783683,89,0,0,182,176,330,17,1013618851
784010,90,0,0,183,175,327,17,1013618852
784334,91,0,0,183,178,324,17,1013618853
784661,91,0,0,184,175,327,17,1013618854
784980,90,0,0,184,179,319,17,1013618855
785291,90,0,0,184,177,311,17,1013618856
785605,89,0,0,184,174,314,17,1013618857
785894,89,0,0,185,179,289,17,1013618858
786199,89,0,0,185,178,305,17,1013618859
786510,90,0,0,185,177,311,17,1013618860
786807,91,0,0,185,173,297,17,1013618861
787113,93,0,0,186,176,306,17,1013618862
787388,94,0,0,186,177,275,17,1013618863
787685,92,0,0,185,178,297,17,1013618864
787963,88,0,0,186,176,278,17,1013618865
788240,89,0,0,186,172,277,16,1013618866
788518,93,0,0,186,176,278,16,1013618867
788826,95,0,0,186,177,308,17,1013618868
789150,92,0,0,186,176,324,17,1013618869
789447,89,0,0,186,174,297,17,1013618870
789733,90,0,0,187,178,286,17,1013618871
790065,91,0,0,187,179,332,17,1013618872
790422,90,0,0,186,179,357,17,1013618873
790799,90,0,0,186,174,377,17,1013618874
791166,91,0,0,186,178,367,17,1013618875
791549,92,0,0,186,177,383,17,1013618876
792034,92,0,0,186,180,485,17,1013618877
792571,95,0,0,186,177,537,17,1013618878
793052,100,0,0,187,178,481,17,1013618879
793552,94,0,0,187,183,500,17,1013618880
794033,89,0,0,188,173,481,17,1013618881
794441,89,0,0,187,174,408,17,1013618882
794711,93,0,0,188,170,270,17,1013618883
794970,82,0,0,188,179,259,17,1013618884
795229,82,0,0,188,179,259,17,1013618885
795459,81,0,0,188,174,230,17,1013618886
795639,85,0,0,188,178,180,17,1013618887
795883,84,0,0,187,174,244,17,1013618888
796119,84,0,0,188,178,236,17,1013618889
796324,86,0,0,188,171,205,17,1013618890
796515,91,0,0,187,175,191,17,1013618891
796800,93,0,0,187,176,285,17,1013618892
797092,94,0,0,186,177,292,17,1013618893
797353,93,0,0,186,176,261,17,1013618894
797638,91,0,0,187,179,285,17,1013618895
797927,86,0,0,187,177,289,17,1013618896
798189,87,0,0,186,178,262,17,1013618897
798493,88,0,0,187,176,304,17,1013618898
798784,90,0,0,187,173,291,17,1013618899
799052,90,0,0,187,170,268,17,1013618900
799264,90,0,0,187,172,212,17,1013618901
799521,88,0,0,186,176,257,17,1013618902
799749,88,0,0,187,178,228,17,1013618903
800010,86,0,0,186,176,261,17,1013618904
800281,86,0,0,187,176,271,17,1013618905
800557,86,0,0,186,178,276,17,1013618906
800811,87,0,0,186,177,254,17,1013618907
801063,87,0,0,185,175,252,17,1013618908
801331,86,0,0,185,176,268,17,1013618909
801606,85,0,0,185,185,275,17,1013618910
801894,85,0,0,185,175,288,17,1013618911
802130,85,0,0,185,175,236,17,1013618912
802401,92,0,0,185,177,271,17,1013618913
802676,91,0,0,185,185,275,17,1013618914
802980,84,0,0,184,177,304,17,1013618915
803245,86,0,0,185,175,265,17,1013618916
803516,85,0,0,184,176,271,17,1013618917
803773,84,0,0,185,178,257,17,1013618918
804071,84,0,0,185,180,298,17,1013618919
804321,86,0,0,185,178,250,17,1013618920
804556,87,0,0,184,177,235,17,1013618921
804797,86,0,0,185,175,241,17,1013618922
804925,86,0,0,184,156,128,17,1013618923
805053,86,0,0,185,156,128,17,1013618924
805085,36,0,0,185,221,32,17,1013618925
805300,56,0,0,184,184,215,17,1013618926
805622,81,0,0,184,176,322,17,1013618927
805920,87,0,0,184,163,298,17,1013618928
806228,89,0,0,184,188,308,17,1013618929
806889,92,0,0,185,175,661,17,1013618930
807803,104,0,0,185,172,914,17,1013618931
808497,116,0,0,185,193,694,17,1013618932
809250,108,0,0,185,183,753,17,1013618933
809890,104,0,0,185,174,640,17,1013618934
810428,103,0,0,187,181,538,17,1013618935
810996,99,0,0,187,178,568,17,1013618936
811602,98,0,0,190,181,606,17,1013618937
812111,97,0,0,189,174,509,17,1013618938
812687,102,0,0,190,180,576,17,1013618939
813215,102,0,0,191,177,528,17,1013618940
813718,102,0,0,191,177,503,17,1013618941
814225,100,0,0,192,178,507,17,1013618942
814745,100,0,0,192,177,520,17,1013618943
815237,100,0,0,192,177,492,17,1013618944
815715,100,0,0,193,176,478,17,1013618945
816144,101,0,0,194,180,429,17,1013618946
816596,100,0,0,195,178,452,17,1013618947
817054,97,0,0,194,178,458,17,1013618948
817516,98,0,0,195,178,462,17,1013618949
817990,97,0,0,195,178,474,17,1013618950
818374,98,0,0,195,181,384,17,1013618951
818767,97,0,0,195,184,393,17,1013618952
819026,93,0,0,195,176,259,17,1013618953
819322,90,0,0,197,180,296,17,1013618954
819713,91,0,0,195,176,391,17,1013618955
820008,95,0,0,196,167,295,17,1013618956
820241,95,0,0,197,191,233,17,1013618957
820505,94,0,0,196,170,264,17,1013618958
820669,92,0,0,196,173,164,17,1013618959
820821,88,0,0,197,186,152,17,1013618960
821022,84,0,0,197,176,201,17,1013618961
821257,88,0,0,196,174,235,17,1013618962
821439,88,0,0,196,177,182,17,1013618963
821604,88,0,0,196,178,165,17,1013618964
821791,87,0,0,196,179,187,17,1013618965
822001,88,0,0,196,178,210,17,1013618966
822235,89,0,0,195,178,234,17,1013618967
822452,89,0,0,195,180,217,17,1013618968
822689,88,0,0,194,178,237,17,1013618969
822948,89,0,0,193,176,259,17,1013618970
823196,89,0,0,192,177,248,17,1013618971
823456,89,0,0,193,176,260,17,1013618972
823697,90,0,0,193,178,241,17,1013618973
823951,93,0,0,193,175,254,17,1013618974
824214,94,0,0,193,174,263,17,1013618975
824524,91,0,0,192,180,310,17,1013618976
824877,89,0,0,192,179,353,17,1013618977
825220,91,0,0,191,175,343,17,1013618978
825432,97,0,0,191,170,212,17,1013618979
825730,95,0,0,191,176,298,17,1013618980
825995,92,0,0,191,177,265,17,1013618981
826289,92,0,0,192,182,294,17,1013618982
826625,93,0,0,191,178,336,17,1013618983
826975,92,0,0,190,177,350,17,1013618984
827349,92,0,0,190,175,374,17,1013618985
827661,95,0,0,190,174,312,17,1013618986
827894,96,0,0,189,170,233,17,1013618987
828147,97,0,0,190,177,253,17,1013618988
828400,98,0,0,190,178,253,17,1013618989
828698,98,0,0,190,177,298,17,1013618990
829058,94,0,0,190,182,360,17,1013618991
829357,85,0,0,190,178,299,17,1013618992
829628,87,0,0,190,174,271,17,1013618993
829903,93,0,0,190,176,275,17,1013618994
830116,96,0,0,190,173,213,17,1013618995
830349,96,0,0,190,182,233,17,1013618996
830671,89,0,0,190,178,322,17,1013618997
830923,94,0,0,190,177,252,17,1013618998
831223,95,0,0,190,176,300,17,1013618999
831506,95,0,0,190,175,283,17,1013619000
831806,92,0,0,190,182,300,17,1013619001
832089,88,0,0,190,178,283,17,1013619002
832354,90,0,0,190,179,265,17,1013619003
832634,93,0,0,190,176,280,17,1013619004
832941,95,0,0,190,177,307,17,1013619005
833237,99,0,0,190,178,296,17,1013619006
833560,100,0,0,189,176,323,17,1013619007
833898,99,0,0,189,180,338,17,1013619008
834280,96,0,0,189,179,382,17,1013619009
834654,95,0,0,189,179,374,17,1013619010
835034,93,0,0,190,180,380,17,1013619011
835408,93,0,0,188,177,374,17,1013619012
835697,94,0,0,188,170,289,17,1013619013
835877,94,0,0,188,168,180,17,1013619014
836030,92,0,0,188,180,153,17,1013619015
836274,90,0,0,188,182,244,17,1013619016
836543,93,0,0,189,178,269,17,1013619017
836812,95,0,0,189,176,269,17,1013619018
837113,97,0,0,189,180,301,17,1013619019
837423,91,0,0,189,178,310,17,1013619020
837660,93,0,0,189,175,237,17,1013619021
837812,89,0,0,189,180,152,17,1013619022
838010,90,0,0,189,178,198,17,1013619023
838227,93,0,0,188,173,217,17,1013619024
838457,96,0,0,188,179,230,17,1013619025
838710,90,0,0,189,177,253,17,1013619026
838975,92,0,0,188,177,265,17,1013619027
839296,93,0,0,189,179,321,17,1013619028
839619,92,0,0,188,179,323,17,1013619029
839961,92,0,0,187,181,342,17,1013619030
840316,93,0,0,188,180,355,17,1013619031
840706,92,0,0,187,180,390,17,1013619032
841098,91,0,0,187,175,392,17,1013619033
841425,93,0,0,187,175,327,17,1013619034
841786,97,0,0,187,178,361,17,1013619035
842171,90,0,0,187,178,385,17,1013619036
842469,90,0,0,187,179,298,17,1013619037
842794,90,0,0,187,177,325,17,1013619038
843069,91,0,0,187,177,275,17,1013619039
843315,91,0,0,187,178,246,17,1013619040
843596,91,0,0,187,178,281,17,1013619041
843840,92,0,0,186,176,244,17,1013619042
844042,93,0,0,186,179,202,17,1013619043
844262,92,0,0,185,185,220,17,1013619044
844505,90,0,0,186,177,243,17,1013619045
844707,91,0,0,185,178,202,17,1013619046
845003,90,0,0,186,179,296,17,1013619047
845219,92,0,0,186,168,216,17,1013619048
845422,91,0,0,186,181,203,17,1013619049
845640,90,0,0,187,178,218,17,1013619050
845870,90,0,0,187,178,230,17,1013619051
846116,91,0,0,187,174,246,17,1013619052
846356,93,0,0,188,178,240,17,1013619053
846636,93,0,0,188,177,280,17,1013619054
846930,96,0,0,188,176,294,17,1013619055
847205,99,0,0,187,178,275,17,1013619056
847468,98,0,0,186,176,263,17,1013619057
847736,94,0,0,185,175,268,17,1013619058
848019,92,0,0,184,177,283,17,1013619059
848295,93,0,0,184,174,276,17,1013619060
848612,90,0,0,184,178,317,17,1013619061
848895,89,0,0,183,176,283,17,1013619062
849182,88,0,0,183,177,287,17,1013619063
849497,85,0,0,183,179,315,17,1013619064
849721,85,0,0,183,176,224,17,1013619065
849973,90,0,0,183,180,252,17,1013619066
850229,88,0,0,181,178,256,17,1013619067
850522,87,0,0,181,177,293,17,1013619068
850823,88,0,0,181,173,301,17,1013619069
851008,91,0,0,180,171,185,17,1013619070
851167,91,0,0,181,178,159,17,1013619071
851388,91,0,0,181,179,221,17,1013619072
851629,92,0,0,181,180,241,17,1013619073
851891,95,0,0,182,177,262,17,1013619074
852192,89,0,0,181,175,301,17,1013619075
852523,90,0,0,182,177,331,17,1013619076
852892,90,0,0,181,180,369,17,1013619077
853314,91,0,0,181,177,422,17,1013619078
853677,91,0,0,181,176,363,17,1013619079
854023,88,0,0,181,176,346,17,1013619080
854303,87,0,0,182,173,280,17,1013619081
854601,90,0,0,183,179,298,17,1013619082
854909,88,0,0,182,178,308,17,1013619083
855123,87,0,0,183,176,214,17,1013619084
855367,90,0,0,183,175,244,17,1013619085
855513,95,0,0,183,181,146,17,1013619086
855740,89,0,0,183,177,227,17,1013619087
855994,84,0,0,182,175,254,17,1013619088
856214,84,0,0,182,178,220,17,1013619089
856461,87,0,0,182,177,247,17,1013619090
856723,88,0,0,183,178,262,17,1013619091
856997,91,0,0,183,178,274,17,1013619092
857250,92,0,0,183,175,253,17,1013619093
857507,92,0,0,182,175,257,17,1013619094
857750,92,0,0,181,177,243,17,1013619095
858047,92,0,0,181,174,297,17,1013619096
858325,93,0,0,182,174,278,17,1013619097
858589,94,0,0,182,176,264,17,1013619098
858881,94,0,0,182,176,292,17,1013619099
859184,93,0,0,181,176,303,17,1013619100
859549,91,0,0,181,183,365,17,1013619101
859929,91,0,0,181,176,380,17,1013619102
860313,92,0,0,180,181,384,17,1013619103
860550,93,0,0,180,176,237,17,1013619104
860888,87,0,0,180,179,338,17,1013619105
861187,87,0,0,180,170,299,17,1013619106
861433,86,0,0,181,174,246,17,1013619107
861635,86,0,0,182,175,202,17,1013619108
861884,89,0,0,181,177,249,17,1013619109
862125,89,0,0,182,174,241,17,1013619110
862353,88,0,0,183,178,228,17,1013619111
862638,85,0,0,183,182,285,17,1013619112
862937,86,0,0,183,180,299,17,1013619113
863236,86,0,0,183,180,299,17,1013619114
863526,89,0,0,183,177,290,17,1013619115
863767,93,0,0,183,177,241,17,1013619116
864063,89,0,0,183,177,296,17,1013619117
864359,89,0,0,183,177,296,17,1013619118
864643,91,0,0,183,172,284,17,1013619119
864908,92,0,0,182,179,265,17,1013619120
865206,89,0,0,182,178,298,17,1013619121
865501,88,0,0,181,177,295,17,1013619122
865802,87,0,0,181,177,301,17,1013619123
866086,87,0,0,181,178,284,17,1013619124
866390,87,0,0,181,180,304,17,1013619125
866712,88,0,0,181,178,322,17,1013619126
867005,90,0,0,181,175,293,17,1013619127
867270,93,0,0,181,178,265,17,1013619128
867596,91,0,0,181,179,326,17,1013619129
867891,88,0,0,179,174,295,17,1013619130
868150,89,0,0,179,178,259,17,1013619131
868368,88,0,0,179,178,218,17,1013619132
868626,87,0,0,179,177,258,17,1013619133
868863,87,0,0,180,174,237,17,1013619134
869101,91,0,0,179,179,238,17,1013619135
869361,90,0,0,180,178,260,17,1013619136
869577,90,0,0,180,172,216,17,1013619137
869827,89,0,0,180,176,250,17,1013619138
870087,87,0,0,180,172,260,17,1013619139
870302,88,0,0,179,171,215,17,1013619140
870556,89,0,0,180,182,254,17,1013619141
870786,90,0,0,180,178,230,17,1013619142
871022,90,0,0,179,178,236,17,1013619143
871252,91,0,0,179,177,230,17,1013619144
871489,91,0,0,180,177,237,17,1013619145
871741,92,0,0,179,171,252,17,1013619146
872044,93,0,0,179,176,303,17,1013619147
872368,95,0,0,179,178,324,17,1013619148
872689,93,0,0,179,176,321,17,1013619149
872995,95,0,0,179,170,306,17,1013619150
873205,94,0,0,179,170,210,17,1013619151
873398,93,0,0,179,173,193,17,1013619152
873548,90,0,0,179,177,150,17,1013619153
873724,85,0,0,179,174,176,17,1013619154
873934,88,0,0,179,176,210,17,1013619155
874173,88,0,0,178,178,239,17,1013619156
874392,89,0,0,178,178,219,17,1013619157
874620,89,0,0,178,173,228,17,1013619158
874858,89,0,0,178,175,238,17,1013619159
875073,90,0,0,178,176,215,17,1013619160
875297,90,0,0,178,178,224,17,1013619161
875537,90,0,0,178,169,240,17,1013619162
875738,89,0,0,178,174,201,17,1013619163
875947,89,0,0,178,175,209,17,1013619164
876177,89,0,0,178,174,230,17,1013619165
876406,89,0,0,177,176,229,17,1013619166
876640,89,0,0,177,173,234,17,1013619167
876870,90,0,0,176,174,230,17,1013619168
877098,90,0,0,176,175,228,17,1013619169
877351,91,0,0,176,178,253,17,1013619170
877661,94,0,0,175,177,310,17,1013619171
877971,94,0,0,175,177,310,17,1013619172
878285,95,0,0,175,178,314,17,1013619173
878612,91,0,0,174,176,327,17,1013619174
878888,92,0,0,174,176,276,17,1013619175
879175,91,0,0,174,178,287,17,1013619176
879440,90,0,0,174,176,265,17,1013619177
879713,90,0,0,175,175,273,17,1013619178
880006,89,0,0,175,176,293,17,1013619179
880376,91,0,0,176,176,370,17,1013619180
880714,93,0,0,176,178,338,17,1013619181
880982,94,0,0,176,172,268,17,1013619182
881143,93,0,0,176,176,161,17,1013619183
881304,93,0,0,176,176,161,17,1013619184
881534,86,0,0,177,174,230,17,1013619185
881722,86,0,0,177,176,188,17,1013619186
881920,83,0,0,177,176,198,17,1013619187
882121,83,0,0,177,174,201,17,1013619188
882325,85,0,0,177,178,204,17,1013619189
882521,88,0,0,177,176,196,17,1013619190
882746,87,0,0,177,179,225,17,1013619191
882961,88,0,0,177,175,215,17,1013619192
883164,88,0,0,176,177,203,17,1013619193
883393,88,0,0,176,177,229,17,1013619194
883641,90,0,0,175,175,248,17,1013619195
883909,89,0,0,175,182,268,17,1013619196
884203,85,0,0,176,176,294,17,1013619197
884511,88,0,0,176,178,308,17,1013619198
884830,89,0,0,176,176,319,17,1013619199
885135,91,0,0,176,174,305,17,1013619200
885436,92,0,0,176,178,301,17,1013619201
885735,91,0,0,177,173,299,17,1013619202
886007,91,0,0,177,176,272,17,1013619203
886269,91,0,0,177,177,262,17,1013619204
886553,90,0,0,177,177,284,17,1013619205
886828,90,0,0,177,176,275,17,1013619206
887062,89,0,0,177,180,234,17,1013619207
887302,88,0,0,178,174,240,17,1013619208
887555,88,0,0,178,180,253,17,1013619209
887828,87,0,0,178,177,273,17,1013619210
888089,87,0,0,179,178,261,17,1013619211
888359,87,0,0,179,181,270,17,1013619212
888631,87,0,0,179,180,272,17,1013619213
888886,88,0,0,179,178,255,17,1013619214
889146,87,0,0,179,174,260,17,1013619215
889373,87,0,0,179,179,227,17,1013619216
889601,86,0,0,178,174,228,17,1013619217
889851,86,0,0,178,178,250,17,1013619218
890058,86,0,0,178,176,207,17,1013619219
890279,86,0,0,179,180,221,17,1013619220
890497,86,0,0,178,177,218,17,1013619221
890736,86,0,0,178,176,239,17,1013619222
890973,86,0,0,178,172,237,17,1013619223
891179,86,0,0,178,176,206,17,1013619224
891416,85,0,0,177,177,237,17,1013619225
891668,86,0,0,176,178,252,17,1013619226
891911,86,0,0,175,175,243,17,1013619227
892151,87,0,0,174,176,240,17,1013619228
892383,88,0,0,174,178,232,17,1013619229
892649,88,0,0,173,176,266,17,1013619230
892936,89,0,0,173,172,287,17,1013619231
893206,91,0,0,173,174,270,17,1013619232
893443,91,0,0,173,170,237,17,1013619233
893670,91,0,0,173,175,227,17,1013619234
893930,91,0,0,173,173,260,17,1013619235
894110,91,0,0,173,166,180,17,1013619236
894268,90,0,0,174,171,158,17,1013619237
894491,88,0,0,173,174,223,17,1013619238
894714,88,0,0,173,174,223,17,1013619239
894926,87,0,0,173,180,212,17,1013619240
895153,87,0,0,174,176,227,17,1013619241
895362,86,0,0,175,178,209,17,1013619242
895575,86,0,0,174,174,213,17,1013619243
895788,86,0,0,174,171,213,17,1013619244
895976,85,0,0,173,178,188,17,1013619245
896167,85,0,0,173,173,191,17,1013619246
896365,84,0,0,173,175,198,17,1013619247
896577,83,0,0,173,175,212,17,1013619248
896786,83,0,0,173,174,209,17,1013619249
896981,83,0,0,172,167,195,17,1013619250
897229,83,0,0,172,182,248,17,1013619251
897445,83,0,0,172,181,216,17,1013619252
897676,84,0,0,171,173,231,17,1013619253
897907,84,0,0,170,173,231,17,1013619254
898172,85,0,0,171,185,265,17,1013619255
898505,90,0,0,171,173,333,17,1013619256
898792,93,0,0,171,170,287,17,1013619257
899070,94,0,0,171,178,278,17,1013619258
899330,93,0,0,171,176,260,17,1013619259
899632,92,0,0,171,176,302,17,1013619260
899924,92,0,0,171,175,292,17,1013619261
900230,92,0,0,171,174,306,17,1013619262
900531,92,0,0,172,175,301,17,1013619263
900775,90,0,0,173,173,244,17,1013619264
900976,85,0,0,173,175,201,17,1013619265
901208,85,0,0,174,180,232,17,1013619266
901428,87,0,0,173,171,220,17,1013619267
901617,85,0,0,174,177,189,17,1013619268
901801,87,0,0,174,173,184,17,1013619269
902045,86,0,0,175,180,244,17,1013619270
902248,88,0,0,177,178,203,17,1013619271
902450,87,0,0,177,179,202,17,1013619272
